Genus,Importer,Exporter,Term,Purpose,Source
Aquila,TR,NL,bodies,T,C
Aquila,XV,RS,bodies,Q,O
Haliaeetus,BE,NO,feathers,S,W
Haliaeetus,BE,NO,specimens,S,W
Haliaeetus,DK,IS,specimens,S,W
Haliaeetus,XV,RS,bodies,Q,O
Harpia,BR,FR,feathers,S,C
Harpia,BR,FR,feathers,S,U
Harpia,BR,FR,feathers,S,W
Acipenser,CH,DE,live,T,C
Acipenser,US,IR,caviar,P,I
Ailurus,AU,NZ,live,Z,C
Ailurus,CA,US,live,Z,F
Ailurus,IL,DE,live,Z,C
Ailurus,JP,US,live,B,C
Ailurus,JP,US,live,Z,C
Ailurus,KP,CN,bodies,E,U
Ailurus,KR,CN,specimens,E,C
Ailurus,KR,JP,live,Z,C
Ailurus,US,CA,live,Z,C
Alligator,KP,CN,bodies,E,U
Melanosuchus,US,DK,live,Z,F
Anas,CA,US,feathers,S,I
Anas,MC,FR,live,Z,I
Asarcornis,GB,JE,bodies,S,C
Asarcornis,GB,JE,bodies,S,C
Branta,CN,GB,bodies,Q,C
Branta,MC,FR,live,Z,I
Branta,SG,NL,live,T,C
Branta,SG,NL,live,Z,C
Branta,ZA,NL,live,T,C
Antilocapra,BE,CH,skins,Q,O
Antilocapra,CH,BE,skins,Q,O
Pachypodium,JP,NL,live,T,D
Pachypodium,JP,TH,live,T,D
Araucaria,BE,CL,live,T,A
Araucaria,BE,CL,live,T,D
Araucaria,CH,BE,live,T,A
Araucaria,CH,DE,live,T,A
Araucaria,CH,IT,live,T,D
Araucaria,JP,NL,live,T,D
Araucaria,NL,CL,live,T,A
Araucaria,NL,CL,live,T,D
Araucaria,US,NL,seeds,T,D
Oreonax,DE,PE,hair,S,W
Oreonax,DE,PE,specimens,S,W
Balaena,AT,CH,carvings,S,O
Balaena,AT,CH,carvings,S,W
Balaena,CA,GL,specimens,S,W
Balaena,CA,US,baleen,P,I
Balaena,CA,US,baleen,P,W
Balaena,CA,US,bone pieces,P,I
Balaena,DE,CH,carvings,P,O
Balaena,DE,RU,carvings,Q,O
Balaena,DK,GL,baleen,P,W
Balaena,NL,NO,specimens,S,W
Balaena,NL,US,carvings,Q,O
Balaena,NO,GL,specimens,S,W
Balaena,RU,US,specimens,S,W
Balaena,US,CA,baleen,P,W
Balaena,US,CA,bone carvings,P,O
Balaena,US,NL,bone carvings,Q,O
Balaena,US,NL,carvings,Q,O
,FR,TN,specimens,E,O
,XX,TN,specimens,E,O
Eubalaena,FR,CH,carvings,Q,O
Eubalaena,FR,TN,teeth,E,O
Eubalaena,XX,TN,specimens,E,O
Eubalaena,GB,US,specimens,S,W
Eubalaena,JP,ZZ,skin pieces,S,X
Eubalaena,XX,TN,specimens,E,O
Eubalaena,CA,US,skin pieces,S,W
Balaenoptera,NL,CV,baleen,S,U
Balaenoptera,NL,CV,specimens,S,U
Balaenoptera,FO,NO,meat,T,W
Balaenoptera,IS,NO,specimens,S,W
Balaenoptera,JP,NO,meat,T,W
Balaenoptera,JP,ZZ,skin pieces,S,X
Balaenoptera,KR,CN,specimens,E,W
Balaenoptera,US,AU,specimens,S,W
Balaenoptera,US,DE,meat,P,I
Balaenoptera,US,FI,meat,P,I
Balaenoptera,US,IS,meat,P,I
Balaenoptera,US,IS,meat,P,I
Balaenoptera,US,IS,meat,P,I
Balaenoptera,US,NO,meat,P,I
Balaenoptera,US,NO,meat,P,I
Balaenoptera,US,NO,meat,P,I
Balaenoptera,US,NO,meat,P,I
Balaenoptera,US,NO,meat,P,W
Balaenoptera,US,NO,meat,T,I
Balaenoptera,US,RU,bone carvings,P,I
Balaenoptera,US,SE,meat,P,I
Balaenoptera,US,XX,meat,P,I
Balaenoptera,JP,ZZ,bodies,S,X
Balaenoptera,JP,ZZ,skin pieces,S,X
Balaenoptera,US,AQ,skins,S,W
Balaenoptera,US,CA,baleen,P,W
Balaenoptera,DE,CL,specimens,S,W
Balaenoptera,JP,ZZ,bodies,S,X
Balaenoptera,JP,ZZ,skin pieces,S,X
Balaenoptera,US,AU,specimens,S,W
Balaenoptera,US,JP,specimens,S,W
Balaenoptera,US,JP,specimens,S,W
Balaenoptera,JP,ZZ,bodies,S,X
Balaenoptera,JP,ZZ,skin pieces,S,X
Balaenoptera,US,JP,specimens,S,W
Balaenoptera,US,JP,specimens,S,W
Balaenoptera,ES,IS,skin pieces,S,W
Balaenoptera,JP,ZZ,skin pieces,S,X
Balaenoptera,NL,NO,specimens,S,W
Balaenoptera,US,JP,meat,P,I
Balaenoptera,US,JP,specimens,S,W
Balaenoptera,US,JP,specimens,S,W
Balaenoptera,US,MX,bones,P,I
Balaenoptera,US,NZ,specimens,S,W
Balaenoptera,CA,US,specimens,S,W
Balaenoptera,DK,GL,jewellery,P,W
Balaenoptera,ES,GL,baleen,S,W
Balaenoptera,ES,GL,specimens,S,W
Balaenoptera,ES,IS,skin pieces,S,W
Balaenoptera,JP,ZZ,skin pieces,S,X
Balaenoptera,NL,NO,specimens,S,W
Balaenoptera,US,GB,specimens,S,W
Balaenoptera,US,JP,specimens,S,W
Balaenoptera,US,JP,specimens,S,W
Megaptera,CA,US,specimens,S,W
Megaptera,DE,VC,bones,P,W
Megaptera,DK,GL,baleen,P,W
Megaptera,DK,GL,jewellery,P,W
Megaptera,DK,GL,specimens,S,W
Megaptera,ES,IS,skin pieces,S,W
Megaptera,FR,MG,specimens,S,W
Megaptera,FR,TN,specimens,E,W
Megaptera,GB,US,baleen,Q,O
Megaptera,JP,ZZ,skin pieces,S,X
Megaptera,NL,NO,specimens,S,W
Megaptera,SE,GL,specimens,S,W
Megaptera,US,AQ,skins,S,W
Megaptera,US,AQ,specimens,S,W
Megaptera,US,AU,specimens,S,W
Megaptera,US,CA,specimens,S,W
Megaptera,US,GB,specimens,S,W
Megaptera,US,NZ,specimens,S,W
Megaptera,US,OM,specimens,S,W
Megaptera,XX,TN,skin pieces,E,O
Megaptera,ZA,NA,skeletons,E,W
Acrantophis,ID,FR,live,Z,F
Acrantophis,IR,DE,live,T,C
Acrantophis,XX,IT,live,Q,C
Sanzinia,ID,FR,live,Z,F
Addax,AR,US,trophies,H,F
Addax,CA,US,trophies,H,F
Addax,FR,FR,trophies,P,C
Addax,FR,US,trophies,H,F
Addax,GB,QA,specimens,S,F
Addax,HU,US,trophies,H,F
Addax,IT,US,trophies,H,F
Addax,MX,US,trophies,H,F
Addax,OM,AE,live,P,C
Addax,PK,AE,live,T,C
Bos,VN,DE,live,Z,C
Capra,AE,SK,bodies,H,C
Capra,AT,TJ,trophies,H,W
Capra,BY,RU,live,Z,C
Capra,CA,PK,trophies,H,W
Capra,DE,PK,trophies,H,W
Capra,DE,TJ,trophies,H,W
Capra,ES,PK,trophies,H,W
Capra,FI,RU,live,Z,C
Capra,ID,DE,live,Z,C
Capra,MX,PK,trophies,H,W
Capra,MX,US,trophies,H,F
Capra,NO,DK,trophies,H,W
Capra,NO,DK,trophies,H,W
Capra,PH,DE,trophies,H,W
Capra,PH,DE,trophies,P,W
Capra,RU,BY,live,T,C
Capra,SG,FI,live,Z,C
Capra,US,CA,trophies,H,W
Capra,US,PK,trophies,H,W
Capra,US,TJ,trophies,H,W
Capra,UZ,RU,live,Z,C
Capricornis,US,LA,horns,P,I
Capricornis,US,LA,bone pieces,P,I
Capricornis,US,LA,horns,P,I
Capricornis,US,LA,specimens,P,I
Capricornis,US,LA,horns,P,I
Capricornis,US,LA,skulls,P,I
Gazella,TN,ES,live,N,C
Gazella,TN,ES,live,N,C
Hippotragus,CN,GB,bodies,Q,O
Hippotragus,PT,US,specimens,S,W
Naemorhedus,KP,CN,bodies,E,U
Nanger,IT,US,trophies,H,F
Nanger,MX,US,trophies,H,F
Oryx,AE,US,live,B,F
Oryx,AR,ZA,trophies,H,W
Oryx,AT,ZA,trophies,H,F
Oryx,BE,ZA,trophies,H,F
Oryx,CA,US,trophies,H,F
Oryx,CZ,ZA,trophies,H,F
Oryx,DE,ZA,trophies,H,F
Oryx,DK,XX,trophies,H,W
Oryx,DK,ZA,skins,H,W
Oryx,DK,ZA,trophies,H,F
Oryx,DK,ZA,trophies,H,W
Oryx,ES,ZA,trophies,H,F
Oryx,FI,ZA,trophies,H,F
Oryx,FR,FR,trophies,P,W
Oryx,FR,FR,trophies,P,C
Oryx,FR,US,trophies,H,F
Oryx,FR,US,trophies,P,F
Oryx,FR,ZA,trophies,P,F
Oryx,HU,ZA,trophies,H,F
Oryx,IT,US,trophies,H,F
Oryx,IT,ZA,trophies,H,F
Oryx,LT,ZA,trophies,H,F
Oryx,MX,US,trophies,H,C
Oryx,MX,US,trophies,H,F
Oryx,OM,AE,live,P,C
Oryx,PK,ZA,trophies,H,W
Oryx,PT,ZA,trophies,H,F
Oryx,RS,ZA,trophies,H,F
Oryx,SE,ZA,trophies,H,F
Oryx,SK,ZA,bodies,H,F
Oryx,SK,ZA,trophies,H,F
Oryx,TD,AE,live,N,C
Oryx,US,BE,fur product (small),T,I
Oryx,US,CA,meat,H,I
Oryx,VN,AE,live,Z,C
Oryx,VN,AE,live,Z,C
Oryx,VN,AE,live,Z,F
Oryx,VN,DE,live,Z,C
Oryx,VN,PL,live,Z,C
Oryx,CH,FR,live,Z,C
Oryx,CH,GB,live,Z,C
Oryx,CN,GB,bodies,Q,O
Oryx,CZ,CH,live,Z,C
Oryx,GB,QA,specimens,S,F
Oryx,IT,US,trophies,H,F
Oryx,KW,AE,live,P,C
Oryx,KW,AE,live,T,C
Oryx,KW,AE,live,T,F
Oryx,LT,ZA,trophies,H,F
Oryx,MX,US,trophies,H,F
Oryx,MX,US,trophies,P,F
Oryx,OM,AE,live,P,C
Oryx,OM,AE,live,P,F
Oryx,OM,AE,live,T,C
Oryx,PK,AE,live,T,C
Oryx,QA,AE,live,P,C
Oryx,QA,AE,live,P,F
Oryx,QA,AE,live,T,C
Oryx,QA,AE,live,T,F
Oryx,SA,AE,live,P,C
Oryx,SA,AE,live,P,F
Oryx,SA,AE,live,T,C
Ovis,DK,NO,trophies,H,W
Pantholops,CH,FR,garments,L,I
Pantholops,FR,CH,garments,L,I
Buceros,AT,BR,live,Z,C
Buceros,KP,CN,bodies,E,U
Buceros,TW,FR,bodies,T,O
Nectophrynoides,TZ,US,live,N,F
Cacatua,BH,QA,live,T,C
Cacatua,CA,DO,live,P,F
Cacatua,OM,ZA,live,P,C
Cacatua,OM,ZA,live,T,C
Cacatua,QA,ZA,live,T,C
Cacatua,TH,BH,live,P,C
Cacatua,US,DE,live,P,F
Cacatua,CH,FR,live,B,C
Cacatua,CH,FR,live,T,C
Cacatua,DE,CH,live,T,C
Cacatua,AE,PH,live,P,C
Cacatua,BR,PT,live,T,C
Cacatua,BR,PT,live,T,C
Cacatua,BS,US,live,P,C
Cacatua,BS,US,live,Q,F
Cacatua,CA,US,live,P,C
Cacatua,CA,US,live,P,O
Cacatua,CA,US,live,P,F
Cacatua,CR,US,live,P,F
Cacatua,DE,IL,specimens,S,F
Cacatua,DE,PH,live,T,C
Cacatua,JP,SG,live,T,D
Cacatua,KG,KZ,live,Q,W
Cacatua,KW,ES,live,T,C
Cacatua,KZ,RU,live,Q,C
Cacatua,NL,SG,specimens,S,C
Cacatua,OM,ZA,live,P,C
Cacatua,SR,NL,live,T,C
Cacatua,SR,NL,live,P,F
Cacatua,TW,SG,live,T,D
Cacatua,US,BS,live,Q,C
Cacatua,US,CA,live,P,W
Cacatua,US,CA,live,P,O
Cacatua,US,SG,specimens,S,C
Cacatua,BH,BE,live,T,C
Cacatua,BH,BE,live,T,C
Cacatua,CA,US,live,P,C
Cacatua,CH,ES,live,T,C
Cacatua,CH,FR,live,T,C
Cacatua,JP,SG,live,T,D
Cacatua,KR,PH,live,Z,C
Cacatua,LT,CA,live,P,F
Cacatua,NL,SG,specimens,M,C
Cacatua,NL,SG,specimens,S,C
Cacatua,NO,DK,live,T,C
Cacatua,NO,DK,live,T,C
Cacatua,NZ,ZA,bodies,T,C
Cacatua,PA,NL,live,T,C
Cacatua,TW,BE,live,T,C
Cacatua,TW,BE,live,T,C
Cacatua,TW,BE,live,T,C
Cacatua,TW,BE,live,T,C
Cacatua,TW,BE,live,T,C
Cacatua,TW,BE,live,T,F
Cacatua,TW,SG,live,B,C
Cacatua,US,CA,live,P,F
Cacatua,US,CA,live,P,C
Cacatua,US,SG,specimens,M,C
Cacatua,US,XX,live,P,F
Cacatua,XX,US,live,P,F
Probosciger,BG,UZ,live,T,C
Probosciger,CZ,ZA,live,P,C
Probosciger,DE,PH,feathers,M,C
Probosciger,DE,PH,live,B,C
Probosciger,DE,PH,live,T,C
Probosciger,DE,PH,specimens,M,C
Probosciger,DE,PH,specimens,M,C
Probosciger,DE,PH,specimens,S,C
Probosciger,FR,SG,specimens,Z,C
Probosciger,GR,PH,live,Z,C
Probosciger,IR,KW,live,T,C
Probosciger,NL,SG,specimens,M,C
Probosciger,NL,SG,specimens,S,C
Probosciger,PH,TH,live,B,C
Probosciger,SA,KW,live,P,C
Probosciger,SA,KW,live,T,C
Probosciger,US,SG,specimens,M,C
Probosciger,ZA,PL,live,Z,U
Ariocarpus,BE,US,seeds,T,D
Ariocarpus,CA,US,seeds,T,D
Ariocarpus,CH,DE,seeds,T,D
Ariocarpus,CH,US,seeds,T,D
Ariocarpus,IN,US,seeds,T,D
Ariocarpus,JP,US,seeds,T,D
Ariocarpus,NZ,US,seeds,T,D
Ariocarpus,US,MT,seeds,T,D
Ariocarpus,US,MX,live,T,I
Ariocarpus,AU,US,seeds,T,D
Ariocarpus,BE,US,seeds,T,D
Ariocarpus,CH,DE,live,T,D
Ariocarpus,CH,DE,seeds,T,D
Ariocarpus,CH,US,seeds,T,D
Ariocarpus,CN,DE,seeds,T,D
Ariocarpus,HK,US,seeds,T,D
Ariocarpus,JP,US,seeds,T,D
Ariocarpus,NZ,US,seeds,T,D
Ariocarpus,AT,US,seeds,T,D
Ariocarpus,BE,US,seeds,T,D
Ariocarpus,CA,US,seeds,T,D
Ariocarpus,CH,DE,seeds,T,D
Ariocarpus,CH,US,seeds,T,D
Ariocarpus,CN,DE,seeds,T,D
Ariocarpus,CN,IT,live,T,D
Ariocarpus,HK,US,live,T,I
Ariocarpus,HK,US,seeds,T,D
Ariocarpus,IN,US,seeds,T,D
Ariocarpus,JP,US,seeds,T,D
Ariocarpus,KR,US,live,T,D
Ariocarpus,PL,US,seeds,T,D
Ariocarpus,SG,IT,live,T,D
Ariocarpus,US,HK,live,T,I
Ariocarpus,US,MT,seeds,T,D
Ariocarpus,US,XX,live,T,I
Ariocarpus,AU,US,seeds,T,D
Ariocarpus,BE,US,seeds,T,D
Ariocarpus,CA,US,seeds,T,D
Ariocarpus,CH,US,seeds,T,D
Ariocarpus,CN,US,seeds,T,D
Ariocarpus,DE,TH,live,P,D
Ariocarpus,IN,US,seeds,T,D
Ariocarpus,IT,US,seeds,T,D
Ariocarpus,JP,US,seeds,T,D
Ariocarpus,NZ,US,seeds,T,D
Ariocarpus,PL,US,seeds,T,D
Ariocarpus,US,CZ,live,T,D
Ariocarpus,US,MX,live,T,I
Ariocarpus,BE,US,seeds,T,D
Ariocarpus,CA,US,seeds,T,D
Ariocarpus,CH,DE,live,T,D
Ariocarpus,CH,DE,seeds,T,D
Ariocarpus,CH,US,seeds,T,D
Ariocarpus,CN,US,seeds,T,D
Ariocarpus,DE,TH,live,P,D
Ariocarpus,GB,US,dried plants,S,D
Ariocarpus,IN,US,seeds,T,D
Ariocarpus,JP,US,seeds,T,D
Ariocarpus,KR,US,live,T,D
Ariocarpus,US,CZ,live,T,D
Ariocarpus,US,HU,live,T,I
Ariocarpus,US,MT,seeds,T,D
Ariocarpus,US,MX,live,T,I
Ariocarpus,BE,US,seeds,T,D
Ariocarpus,CH,US,seeds,T,D
Ariocarpus,JP,US,seeds,T,D
Ariocarpus,RO,US,seeds,T,D
Ariocarpus,US,MX,live,T,I
Ariocarpus,BE,US,seeds,T,D
Ariocarpus,CA,US,seeds,T,D
Ariocarpus,CH,US,seeds,T,D
Ariocarpus,HK,CZ,live,T,D
Ariocarpus,HK,US,seeds,T,D
Ariocarpus,JP,US,seeds,T,D
Ariocarpus,RO,US,seeds,T,D
Astrophytum,CH,DE,live,T,D
Astrophytum,CN,DE,seeds,T,D
Astrophytum,DE,TH,live,P,D
Astrophytum,DE,TH,seeds,P,D
Astrophytum,GB,US,dried plants,S,D
Astrophytum,SG,IT,live,T,D
Astrophytum,US,MT,seeds,T,D
Astrophytum,US,TH,live,T,D
Astrophytum,US,TH,live,T,I
Aztekium,US,MT,seeds,T,D
Aztekium,US,TH,live,T,D
,US,KH,extract,T,I
Coryphantha,AT,US,seeds,T,D
Discocactus,CH,DE,live,T,D
Discocactus,CR,DE,live,T,A
Discocactus,CR,DE,live,T,A
Discocactus,CH,DE,live,T,D
Discocactus,CR,DE,live,T,A
Discocactus,DE,US,live,T,D
Discocactus,TH,US,live,T,D
Discocactus,CR,DE,live,T,A
Echinocereus,IT,US,seeds,T,D
Echinocereus,AT,US,seeds,T,D
Echinocereus,IT,US,seeds,T,D
Escobaria,CH,DE,live,T,D
Escobaria,CN,MT,seeds,T,D
Escobaria,CH,DE,live,T,D
Mammillaria,AT,US,seeds,T,D
Mammillaria,AU,US,seeds,T,D
Mammillaria,BE,US,seeds,T,D
Mammillaria,CA,US,seeds,T,D
Mammillaria,CN,US,seeds,T,D
Mammillaria,IT,US,seeds,T,D
Mammillaria,PL,US,seeds,T,D
Mammillaria,RO,US,seeds,T,D
Melocactus,JP,ZA,live,P,D
Melocactus,RO,US,seeds,T,D
Melocactus,US,MT,seeds,T,D
Obregonia,CA,US,seeds,T,D
Obregonia,CH,DE,live,T,D
Obregonia,US,TH,live,T,D
Pediocactus,CH,DE,live,T,D
Pelecyphora,AT,US,seeds,T,D
Pelecyphora,CA,US,seeds,T,D
Pelecyphora,IL,US,seeds,T,D
Pelecyphora,SG,IT,live,T,D
Pelecyphora,ZA,IT,live,T,D
Pelecyphora,AT,US,seeds,T,D
Pelecyphora,CA,US,seeds,T,D
Pelecyphora,CH,DE,live,T,D
Pelecyphora,CN,MT,seeds,T,D
Pelecyphora,IL,US,seeds,T,D
Pelecyphora,NZ,US,seeds,T,D
Pelecyphora,US,MT,seeds,T,D
Sclerocactus,CH,DE,live,T,D
Sclerocactus,CH,DE,live,T,D
Sclerocactus,AT,US,seeds,T,D
Sclerocactus,CA,US,seeds,T,D
Sclerocactus,CH,DE,live,T,D
Sclerocactus,CH,US,seeds,T,D
Sclerocactus,CN,US,seeds,T,D
Sclerocactus,FR,US,seeds,T,D
Sclerocactus,RO,US,seeds,T,D
Sclerocactus,AT,US,seeds,T,D
Strombocactus,AU,US,seeds,T,D
Strombocactus,CA,US,seeds,T,D
Strombocactus,CH,DE,live,T,D
Strombocactus,HK,US,seeds,T,D
Strombocactus,IL,US,seeds,T,D
Strombocactus,NZ,US,seeds,T,D
Strombocactus,PL,US,seeds,T,D
Strombocactus,RO,US,seeds,T,D
Strombocactus,US,MT,seeds,T,D
Strombocactus,US,MX,live,T,I
Turbinicarpus,NP,US,live,P,I
Turbinicarpus,US,MT,seeds,T,D
Turbinicarpus,AU,US,seeds,T,D
Turbinicarpus,CN,US,seeds,T,D
Turbinicarpus,ES,US,seeds,T,D
Turbinicarpus,FR,US,seeds,T,D
Turbinicarpus,JP,DE,live,T,D
Turbinicarpus,RO,US,seeds,T,D
Turbinicarpus,US,MT,seeds,T,D
Turbinicarpus,AU,US,seeds,T,D
Turbinicarpus,CA,US,seeds,T,D
Turbinicarpus,US,MT,seeds,T,D
Turbinicarpus,CH,DE,live,T,D
Turbinicarpus,ES,US,seeds,T,D
Turbinicarpus,CH,DE,seeds,T,D
Turbinicarpus,FR,US,seeds,T,D
Turbinicarpus,CA,US,seeds,T,D
Turbinicarpus,FR,US,seeds,T,D
Turbinicarpus,IL,US,seeds,T,D
Turbinicarpus,NZ,US,seeds,T,D
Turbinicarpus,PL,US,seeds,T,D
Turbinicarpus,US,MT,seeds,T,D
Turbinicarpus,CH,DE,seeds,T,D
Turbinicarpus,NZ,US,seeds,T,D
Turbinicarpus,PL,US,seeds,T,D
Turbinicarpus,TH,US,live,T,D
Turbinicarpus,AU,US,seeds,T,D
Turbinicarpus,CN,DE,seeds,T,D
Turbinicarpus,IL,US,seeds,T,D
Turbinicarpus,PL,US,seeds,T,D
Turbinicarpus,US,MT,seeds,T,D
Turbinicarpus,US,TH,live,T,D
Turbinicarpus,CA,US,seeds,T,D
Turbinicarpus,CH,DE,seeds,T,D
Turbinicarpus,CN,MT,seeds,T,D
Turbinicarpus,US,MT,seeds,T,D
Turbinicarpus,AT,US,seeds,T,D
Turbinicarpus,AU,US,seeds,T,D
Turbinicarpus,CA,US,seeds,T,D
Turbinicarpus,CH,DE,seeds,T,D
Turbinicarpus,IL,US,seeds,T,D
Turbinicarpus,NZ,US,seeds,T,D
Turbinicarpus,PL,US,seeds,T,D
Turbinicarpus,US,MT,seeds,T,D
Turbinicarpus,CN,MT,seeds,T,D
Turbinicarpus,US,MT,seeds,T,D
Turbinicarpus,CH,DE,live,T,D
Turbinicarpus,CH,DE,seeds,T,D
Turbinicarpus,IL,US,seeds,T,D
Turbinicarpus,US,MT,seeds,T,D
Turbinicarpus,CA,US,seeds,T,D
Turbinicarpus,FR,US,seeds,T,D
Turbinicarpus,IL,US,seeds,T,D
Turbinicarpus,CH,DE,live,T,D
Turbinicarpus,ES,US,seeds,T,D
Turbinicarpus,FR,US,seeds,T,D
Turbinicarpus,US,MT,seeds,T,D
Uebelmannia,JP,DE,live,T,D
Uebelmannia,DE,US,live,T,D
Uebelmannia,TH,US,live,T,D
Uebelmannia,US,TH,live,T,D
Vicugna,BY,RU,live,Z,C
Vicugna,CA,IT,garments,T,W
Vicugna,CH,IT,garments,T,W
Vicugna,CN,IT,garments,T,W
Vicugna,DE,CH,live,B,C
Vicugna,FR,CH,garments,T,W
Vicugna,FR,CH,garments,T,W
Vicugna,FR,CH,garments,T,W
Vicugna,MX,FR,live,T,C
Vicugna,RU,CZ,live,Z,C
Vicugna,TR,IT,cloth,T,W
Vicugna,US,IT,cloth,T,W
Canis,BE,CA,trophies,H,W
Canis,CA,AT,teeth,Q,O
Canis,DK,GL,specimens,S,W
Speothos,RU,CZ,live,Z,C
Speothos,RU,FR,live,Z,C
Vultur,CH,DE,live,T,C
Vultur,US,AR,specimens,S,W
Vultur,US,AU,live,Z,F
Vultur,US,PE,feathers,P,I
Vultur,US,PL,feathers,P,I
Callimico,ES,CH,live,Z,C
Callimico,GB,CH,live,Z,C
Leontopithecus,CN,CZ,live,T,C
Leontopithecus,CN,CZ,live,Z,C
Leontopithecus,CN,CZ,live,T,C
Leontopithecus,CN,CZ,live,Z,C
Leontopithecus,KR,CZ,live,Z,C
Leontopithecus,MY,CZ,live,Z,C
Leontopithecus,MY,DE,live,T,C
Leontopithecus,JE,BR,live,Z,C
Leontopithecus,JE,BR,live,Z,F
Leontopithecus,CA,GB,live,Z,C
Leontopithecus,CA,US,live,Z,C
Leontopithecus,CZ,CH,live,Z,C
Leontopithecus,FR,JE,live,Z,C
Leontopithecus,SG,DE,live,Z,C
Leontopithecus,TW,FR,bodies,T,O
Saguinus,AU,NZ,live,Z,C
Saguinus,CH,NL,live,Z,C
Saguinus,CN,CZ,live,T,C
Saguinus,GB,CH,live,Z,C
Saguinus,HK,SG,live,Z,C
Saguinus,IL,AT,live,Z,C
Saguinus,IL,GB,specimens,M,O
Saguinus,IL,NL,live,Z,C
Saguinus,MD,AT,live,B,C
Saguinus,NZ,AU,live,Z,C
Saguinus,NZ,SK,live,Z,C
Saguinus,RS,HU,live,Z,C
Saguinus,RU,GB,specimens,M,O
Saguinus,RU,LT,live,Z,C
Saguinus,TR,DE,live,T,C
Cercopithecus,BE,CA,bodies,P,F
Cercopithecus,RU,AT,live,Z,C
Macaca,US,DE,live,Z,C
Mandrillus,CN,CZ,live,Z,C
Mandrillus,KP,CN,bodies,E,U
Mandrillus,MY,CZ,live,T,C
Mandrillus,US,CA,live,Z,C
Mandrillus,US,FR,live,Z,C
Mandrillus,UZ,RU,live,Z,C
Piliocolobus,DE,TZ,specimens,S,W
Pygathrix,DE,VN,specimens,S,W
Pygathrix,CZ,TH,live,Z,C
Pygathrix,DE,VN,specimens,S,C
Pygathrix,DE,VN,specimens,S,W
Axis,AR,ZA,trophies,H,W
Dama,KZ,UZ,live,Z,C
Dama,DE,CH,live,T,C
Hippocamelus,US,XX,bodies,P,I
Muntiacus,KP,CN,bodies,E,U
Pudu,JP,CL,live,Z,C
Pudu,US,MX,live,Z,C
Rucervus,IT,US,trophies,H,F
Rucervus,MX,US,trophies,H,F
Rucervus,MX,US,trophies,H,C
Cheirogaleus,US,MG,specimens,S,W
Cheirogaleus,FR,US,specimens,S,W
Microcebus,DE,MG,specimens,S,W
Microcebus,DE,MG,specimens,S,W
Microcebus,US,MG,specimens,S,W
Microcebus,DE,MG,specimens,S,W
Microcebus,DE,MG,specimens,S,W
Microcebus,DE,MG,specimens,S,W
Microcebus,US,MG,specimens,S,W
Microcebus,DE,MG,specimens,S,W
Microcebus,DE,MG,specimens,S,W
Microcebus,DE,MG,specimens,S,W
Microcebus,US,DE,specimens,S,C
Microcebus,US,DE,specimens,M,C
Microcebus,US,DE,specimens,S,C
Microcebus,DE,MG,specimens,S,W
Microcebus,DE,MG,specimens,S,W
Microcebus,DE,MG,specimens,S,W
Microcebus,US,MG,specimens,M,I
Microcebus,US,MG,specimens,S,W
Microcebus,DE,MG,specimens,S,W
Microcebus,US,PT,specimens,S,W
Microcebus,US,PT,specimens,S,I
Mirza,DE,MG,specimens,S,W
Mirza,DE,MG,specimens,S,W
Pseudemydura,AU,US,specimens,S,W
Pseudemydura,US,AU,specimens,S,W
Caretta,CH,FR,carvings,T,O
Caretta,DE,MG,specimens,S,W
Caretta,ES,GG,live,N,W
Caretta,ES,JE,live,N,W
Caretta,ES,JE,live,N,W
Caretta,FR,MC,specimens,S,W
Caretta,GR,LB,live,M,W
Caretta,JP,DE,carvings,Q,O
Caretta,JP,ZZ,unspecified,S,X
Caretta,KR,JP,live,Z,F
Caretta,MC,CH,carvings,T,O
Caretta,TW,FR,carvings,T,O
Caretta,US,BM,live,S,W
Caretta,US,BM,specimens,S,W
Caretta,US,BR,specimens,S,W
Caretta,US,BS,specimens,S,W
Caretta,US,CA,specimens,S,W
Caretta,US,KY,specimens,S,W
Caretta,US,NI,specimens,S,W
Caretta,US,PA,specimens,S,W
Chelonia,BB,FR,specimens,S,W
Chelonia,CA,FR,carvings,Q,O
Chelonia,DE,MG,specimens,S,W
Chelonia,DE,UY,specimens,S,W
Chelonia,FR,CA,carvings,Q,O
Chelonia,FR,US,carvings,P,O
Chelonia,FR,US,shells,T,O
Chelonia,GB,SG,carvings,Q,O
Chelonia,GB,SG,trophies,Q,O
Chelonia,HK,FR,carvings,T,O
Chelonia,KR,CN,specimens,E,C
Chelonia,KR,SG,live,Z,I
Chelonia,PT,ST,specimens,S,W
Chelonia,RE,MG,specimens,S,W
Chelonia,SG,FR,carvings,P,O
Chelonia,US,BM,specimens,S,W
Chelonia,US,BS,specimens,S,W
Chelonia,US,CA,live,N,W
Chelonia,US,CA,specimens,S,W
Chelonia,US,CR,eggshell,S,W
Chelonia,US,CR,extract,S,W
Chelonia,US,FJ,carapaces,P,I
Chelonia,US,FJ,specimens,S,W
Chelonia,US,HT,meat,P,I
Chelonia,US,HT,carapaces,P,I
Chelonia,US,HT,shells,P,I
Chelonia,US,KY,meat,P,I
Chelonia,US,KY,specimens,S,F
Chelonia,US,KY,specimens,S,I
Chelonia,US,KY,specimens,S,W
Chelonia,US,MX,bones,P,I
Chelonia,US,MX,carapaces,P,I
